MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,income_per_person,rooms_per_person,bedrooms_ratio,income_category,location_category,target
1.808,52.0,4.7808564231738035,1.0604534005037782,1102.0,2.7758186397984885,37.85,-122.28,0.651339382940109,1.7223230490018149,0.22181243414120125,Low,Bay Area,1.055
1.6424,50.0,4.40169133192389,1.040169133192389,1131.0,2.3911205073995774,37.84,-122.28,0.6868746242263484,1.8408488063660475,0.23631123919308358,Low,Bay Area,1.089
1.6875,52.0,4.703225806451613,1.032258064516129,395.0,2.5483870967741935,37.84,-122.28,0.6621835443037974,1.8455696202531646,0.2194787379972565,Low,Bay Area,1.32
1.9274,49.0,5.068783068783069,1.1825396825396826,863.0,2.2830687830687832,37.84,-122.28,0.8442146002317497,2.220162224797219,0.23329853862212943,Low,Bay Area,1.223
1.9615,52.0,4.882086167800454,1.090702947845805,1168.0,2.6485260770975056,37.84,-122.28,0.7406005993150685,1.8433219178082192,0.2234091964700418,Low,Bay Area,1.152
1.7969,48.0,5.737313432835821,1.2208955223880598,1026.0,3.062686567164179,37.84,-122.27,0.5867071150097466,1.8732943469785577,0.21279916753381894,Low,Bay Area,1.104
1.375,49.0,5.0303951367781155,1.1124620060790273,754.0,2.291793313069909,37.83,-122.27,0.5999668435013262,2.1949602122015914,0.22114803625377644,Very Low,Bay Area,1.049
2.7303,51.0,4.972014925373134,1.0708955223880596,1258.0,2.3470149253731343,37.83,-122.27,1.1633074721780605,2.118441971383148,0.21538461538461537,Low,Bay Area,1.097
1.4861,49.0,4.6022727272727275,1.0681818181818181,570.0,2.159090909090909,37.83,-122.27,0.688298947368421,2.1315789473684212,0.23209876543209873,Very Low,Bay Area,0.972
1.0972,48.0,4.807486631016043,1.1550802139037433,987.0,2.6390374331550803,37.83,-122.27,0.4157576494427558,1.8216818642350556,0.24026696329254726,Very Low,Bay Area,1.045
1.4103,52.0,3.7493796526054592,0.967741935483871,901.0,2.235732009925558,37.83,-122.28,0.6308001109877914,1.6770255271920091,0.25810721376571805,Very Low,Bay Area,1.039
3.48,52.0,4.757281553398058,1.0679611650485437,689.0,2.2297734627831716,37.83,-122.26,1.5606966618287372,2.1335268505079825,0.22448979591836735,Medium,Bay Area,1.914
2.5898,52.0,3.4942528735632186,1.0272988505747127,1377.0,1.978448275862069,37.83,-122.26,1.3090056644880175,1.7661583151779232,0.2939967105263158,Low,Bay Area,1.76
2.0978,52.0,4.215189873417722,1.0607594936708862,946.0,2.3949367088607594,37.83,-122.26,0.875931289640592,1.7600422832980975,0.25165165165165165,Low,Bay Area,1.554
1.2852,51.0,3.7590361445783134,1.248995983935743,517.0,2.076305220883534,37.83,-122.26,0.6189841392649903,1.8104448742746615,0.33226495726495725,Very Low,Bay Area,1.5
1.025,49.0,3.7724867724867726,1.0687830687830688,462.0,2.4444444444444446,37.84,-122.26,0.41931818181818176,1.5432900432900432,0.28330995792426367,Very Low,Bay Area,1.188
3.9643,52.0,4.797979797979798,1.02020202020202,467.0,2.3585858585858586,37.84,-122.26,1.6807952890792293,2.0342612419700212,0.21263157894736842,Medium,Bay Area,1.888
3.0125,52.0,4.941780821917808,1.0650684931506849,660.0,2.26027397260274,37.83,-122.26,1.3328030303030303,2.186363636363636,0.21552321552321552,Medium,Bay Area,1.844
2.6768,52.0,4.335078534031414,1.0994764397905759,718.0,1.8795811518324608,37.83,-122.26,1.4241470752089136,2.306406685236769,0.25362318840579706,Low,Bay Area,1.823
2.026,50.0,3.700657894736842,1.0592105263157894,616.0,2.026315789473684,37.83,-122.26,0.9998441558441559,1.8262987012987013,0.2862222222222222,Low,Bay Area,1.425
1.7348,43.0,3.9802371541501977,1.233201581027668,558.0,2.205533596837945,37.82,-122.27,0.7865670250896056,1.8046594982078852,0.30983118172790464,Low,Bay Area,1.375
0.9506,40.0,3.9,1.21875,423.0,2.64375,37.82,-122.26,0.359565011820331,1.4751773049645391,0.3125,Very Low,Bay Area,1.875
1.775,40.0,2.6875,1.0653409090909092,700.0,1.9886363636363635,37.82,-122.27,0.8925714285714286,1.3514285714285714,0.39640591966173366,Low,Bay Area,1.125
0.9218,21.0,2.045662100456621,1.0342465753424657,735.0,1.678082191780822,37.82,-122.27,0.5493175510204081,1.219047619047619,0.5055803571428571,Very Low,Bay Area,1.719
1.5045,43.0,4.58968058968059,1.1203931203931203,1061.0,2.6068796068796067,37.82,-122.27,0.5771267672007541,1.7606032045240343,0.24411134903640253,Low,Bay Area,0.938
1.1108,41.0,4.473611111111111,1.1847222222222222,1959.0,2.720833333333333,37.82,-122.27,0.40825727411944873,1.6442062276671774,0.2648245886370692,Very Low,Bay Area,0.975
1.2475,52.0,4.075,1.14,1162.0,2.905,37.82,-122.27,0.42943201376936324,1.4027538726333908,0.2797546012269938,Very Low,Bay Area,1.042
1.6098,52.0,5.021459227467811,1.0085836909871244,701.0,3.0085836909871246,37.82,-122.28,0.5350690442225392,1.6690442225392295,0.20085470085470086,Low,Bay Area,0.875
1.4113,52.0,4.295454545454546,1.1045454545454545,576.0,2.618181818181818,37.82,-122.28,0.5390381944444445,1.6406250000000002,0.2571428571428571,Very Low,Bay Area,0.831
1.5057,52.0,4.77992277992278,1.111969111969112,622.0,2.4015444015444016,37.82,-122.28,0.6269715434083601,1.990353697749196,0.23263327948303716,Low,Bay Area,0.875
0.8172,52.0,6.102459016393443,1.3729508196721312,728.0,2.9836065573770494,37.82,-122.28,0.2738967032967033,2.04532967032967,0.22498321020819342,Very Low,Bay Area,0.853
1.2171,52.0,4.5625,1.1217105263157894,1074.0,3.5328947368421053,37.82,-122.28,0.3445050279329609,1.2914338919925512,0.24585436193222782,Very Low,Bay Area,0.803
2.5625,2.0,2.7719298245614037,0.7543859649122807,94.0,1.6491228070175439,37.82,-122.29,1.5538563829787233,1.6808510638297873,0.2721518987341772,Low,Bay Area,0.6
3.3929,52.0,5.994652406417113,1.1283422459893049,554.0,2.962566844919786,37.83,-122.29,1.1452568592057761,2.0234657039711195,0.18822479928635147,Medium,Bay Area,0.757
6.1183,49.0,5.869565217391305,1.2608695652173914,86.0,3.739130434782609,37.82,-122.29,1.6362895348837208,1.569767441860465,0.21481481481481482,Very High,Bay Area,0.75
0.9011,50.0,6.229508196721311,1.5573770491803278,377.0,3.0901639344262297,37.81,-122.29,0.29160265251989387,2.015915119363395,0.25,Very Low,Bay Area,0.861
1.191,52.0,7.69811320754717,1.490566037735849,521.0,3.2767295597484276,37.81,-122.3,0.36347216890595013,2.349328214971209,0.19362745098039214,Very Low,Bay Area,0.761
2.5938,48.0,6.225563909774436,1.368421052631579,392.0,2.9473684210526314,37.81,-122.3,0.8800392857142857,2.112244897959184,0.21980676328502416,Low,Bay Area,0.735
1.1667,52.0,5.401069518716578,1.1176470588235294,604.0,3.229946524064171,37.81,-122.3,0.3612134105960265,1.6721854304635762,0.20693069306930692,Very Low,Bay Area,0.784
0.8056,48.0,4.382530120481928,1.0662650602409638,788.0,2.3734939759036147,37.81,-122.3,0.3394152284263959,1.846446700507614,0.24329896907216494,Very Low,Bay Area,0.844
2.6094,52.0,6.98639455782313,1.6598639455782314,492.0,3.3469387755102042,37.8,-122.29,0.7796378048780487,2.08739837398374,0.23758519961051605,Low,Bay Area,0.813
1.8516,52.0,6.975609756097561,1.329268292682927,274.0,3.341463414634146,37.81,-122.3,0.5541284671532847,2.0875912408759123,0.19055944055944057,Low,Bay Area,0.85
0.9802,46.0,4.584288052373159,1.0540098199672667,1823.0,2.983633387888707,37.81,-122.29,0.3285256171146462,1.5364783324190894,0.22991788646911815,Very Low,Bay Area,1.292
1.7719,26.0,6.047244094488189,1.1968503937007875,392.0,3.0866141732283463,37.81,-122.29,0.5740594387755102,1.959183673469388,0.19791666666666669,Low,Bay Area,0.825
0.7286,46.0,3.375451263537906,1.0722021660649819,582.0,2.101083032490975,37.81,-122.29,0.34677353951890033,1.606529209621993,0.3176470588235294,Very Low,Bay Area,0.952
1.75,49.0,5.552631578947368,1.3421052631578947,560.0,3.6842105263157894,37.81,-122.29,0.47500000000000003,1.5071428571428571,0.24170616113744076,Low,Bay Area,0.75
0.4999,46.0,1.7142857142857142,0.5714285714285714,18.0,2.5714285714285716,37.81,-122.29,0.19440555555555555,0.6666666666666666,0.3333333333333333,Very Low,Bay Area,0.675
2.483,20.0,6.2781954887218046,1.2105263157894737,290.0,2.180451127819549,37.81,-122.29,1.1387551724137932,2.8793103448275863,0.19281437125748502,Low,Bay Area,1.375
0.9241,17.0,2.8177676537585423,1.0523917995444192,762.0,1.7357630979498861,37.81,-122.28,0.5323883202099737,1.6233595800524936,0.3734842360549717,Very Low,Bay Area,1.775
2.4464,36.0,5.724950884086444,1.1041257367387034,1236.0,2.4282907662082516,37.81,-122.28,1.0074576051779935,2.3576051779935274,0.1928620452985587,Low,Bay Area,1.021
1.1111,19.0,5.830917874396135,1.173913043478261,721.0,3.4830917874396135,37.81,-122.28,0.31899819694868237,1.6740638002773927,0.20132560066280034,Very Low,Bay Area,1.083
0.8026,23.0,5.369230769230769,1.1507692307692308,1054.0,3.243076923076923,37.81,-122.29,0.24748102466793168,1.6555977229601515,0.21432664756446992,Very Low,Bay Area,1.125
2.0114,38.0,4.412903225806452,1.135483870967742,344.0,2.2193548387096773,37.8,-122.28,0.9062994186046512,1.988372093023256,0.2573099415204678,Low,Bay Area,1.313
1.5,17.0,3.1972318339100347,1.0,609.0,2.1072664359861593,37.81,-122.28,0.7118226600985221,1.5172413793103448,0.31277056277056275,Very Low,Bay Area,1.625
1.1667,52.0,3.75,1.0,183.0,3.267857142857143,37.81,-122.27,0.35702295081967217,1.1475409836065573,0.26666666666666666,Very Low,Bay Area,1.125
1.5208,52.0,3.9080459770114944,1.1149425287356323,200.0,2.2988505747126435,37.81,-122.28,0.661548,1.7000000000000002,0.2852941176470588,Low,Bay Area,1.125
0.8075,52.0,2.490322580645161,1.0580645161290323,346.0,2.232258064516129,37.81,-122.28,0.3617413294797688,1.115606936416185,0.42487046632124353,Very Low,Bay Area,1.375
1.8088,35.0,5.609467455621302,1.0887573964497042,467.0,2.7633136094674557,37.81,-122.28,0.6545764453961456,2.0299785867237685,0.1940928270042194,Low,Bay Area,1.188
2.4083,52.0,6.721739130434782,1.2434782608695651,377.0,3.2782608695652176,37.81,-122.28,0.7346273209549071,2.050397877984085,0.18499353169469598,Low,Bay Area,0.982
0.977,40.0,2.3157894736842106,1.186842105263158,582.0,1.5315789473684212,37.81,-122.27,0.6379037800687285,1.5120274914089347,0.5125,Very Low,Bay Area,1.188
0.76,10.0,2.6515151515151514,1.0545454545454545,546.0,1.6545454545454545,37.81,-122.27,0.4593406593406594,1.6025641025641024,0.3977142857142857,Very Low,Bay Area,1.625
0.9722,10.0,2.6923076923076925,1.0769230769230769,125.0,3.2051282051282053,37.8,-122.27,0.3033264,0.84,0.39999999999999997,Very Low,Bay Area,1.375
1.2434,52.0,2.929411764705882,0.9176470588235294,396.0,4.658823529411765,37.8,-122.27,0.26689141414141415,0.6287878787878787,0.3132530120481928,Very Low,Bay Area,5.00001
2.0938,16.0,2.74585635359116,1.0828729281767955,800.0,2.2099447513812156,37.8,-122.27,0.9474444999999999,1.2425,0.39436619718309857,Low,Bay Area,1.625
0.8668,52.0,2.4431818181818183,0.9886363636363636,904.0,10.272727272727273,37.8,-122.28,0.0843787610619469,0.23783185840707965,0.4046511627906976,Very Low,Bay Area,1.375
0.75,52.0,2.823529411764706,0.9117647058823529,191.0,5.617647058823529,37.8,-122.28,0.13350785340314136,0.5026178010471205,0.32291666666666663,Very Low,Bay Area,1.625
2.6354,27.0,3.493377483443709,1.1490066225165563,718.0,2.377483443708609,37.79,-122.27,1.108483008356546,1.4693593314763231,0.328909952606635,Low,Bay Area,1.875
1.8477,39.0,3.6723768736616704,1.3340471092077089,1327.0,2.841541755888651,37.8,-122.27,0.6502455915599095,1.2923888470233609,0.363265306122449,Low,Bay Area,1.792
2.0096,36.0,2.294016358157555,1.066293585880327,3469.0,1.493327593628928,37.8,-122.26,1.3457194580570768,1.5361775727875469,0.46481516231938447,Low,Bay Area,1.3
2.8345,31.0,3.8949152542372882,1.1279661016949152,2048.0,1.735593220338983,37.82,-122.26,1.6331591796875,2.244140625,0.2895996518711923,Low,Bay Area,1.838
2.0062,29.0,3.681318681318681,1.1758241758241759,202.0,2.21978021978022,37.81,-122.26,0.9037831683168317,1.6584158415841583,0.3194029850746269,Low,Bay Area,1.25
1.2185,22.0,2.9456,1.016,2024.0,1.6192,37.82,-122.26,0.7525321146245059,1.8191699604743086,0.3449212384573601,Very Low,Bay Area,1.7
2.6104,37.0,3.7071428571428573,1.1071428571428572,1838.0,1.8755102040816327,37.82,-122.26,1.391834602829162,1.9766050054406965,0.29865125240847784,Low,Bay Area,1.931
2.4912,29.0,3.7248,1.1312,2304.0,1.8432,37.81,-122.25,1.3515625,2.0208333333333335,0.30369415807560135,Low,Bay Area,2.578
3.2177,28.0,3.8784235136940546,1.070808283233133,2563.0,1.7120908483633934,37.81,-122.25,1.8793979321108076,2.2653140850565743,0.2760936961763693,Medium,Bay Area,2.734
3.125,39.0,3.745614035087719,1.0614035087719298,389.0,1.706140350877193,37.81,-122.25,1.831619537275064,2.1953727506426732,0.28337236533957844,Medium,Bay Area,2.375
2.5795,52.0,3.5154975530179446,1.1435562805872757,895.0,1.4600326264274062,37.81,-122.25,1.7667413407821229,2.4078212290502794,0.3252900232018561,Low,Bay Area,3.5
2.8406,34.0,3.281721632196758,1.0698714365567357,2689.0,1.5030743432084963,37.81,-122.26,1.8898599479360356,2.1833395314243216,0.3260091977516607,Low,Bay Area,3.357
4.9306,52.0,6.184426229508197,0.9221311475409836,674.0,2.762295081967213,37.82,-122.24,1.7849649851632048,2.238872403560831,0.14910536779324055,High,Bay Area,3.134
3.2727,52.0,4.442982456140351,1.0570175438596492,709.0,1.5548245614035088,37.81,-122.24,2.104867700987306,2.857545839210155,0.23790720631786771,Medium,Bay Area,2.685
3.1691,52.0,4.165876777251185,1.0900473933649288,686.0,1.6255924170616114,37.81,-122.25,1.9495046647230319,2.5626822157434406,0.26166097838452784,Medium,Bay Area,2.594
3.9,52.0,4.848189415041783,1.0459610027855153,1444.0,2.011142061281337,37.82,-122.24,1.9391966759002772,2.4106648199445986,0.21574260270037346,Medium,Bay Area,2.757
3.9063,28.0,4.160847880299252,1.0660847880299251,1520.0,1.8952618453865338,37.82,-122.25,2.061087236842105,2.195394736842105,0.25621816002397363,Medium,Bay Area,2.25
5.0917,52.0,5.628458498023716,1.1422924901185771,550.0,2.1739130434782608,37.82,-122.25,2.342182,2.5890909090909093,0.2029494382022472,High,Bay Area,2.625
2.6429,32.0,3.7270058708414875,1.0743639921722115,1806.0,1.7671232876712328,37.82,-122.25,1.4955945736434109,2.1090808416389812,0.28826463638750327,Low,Bay Area,2.185
3.0233,26.0,3.2530813475760065,0.9827444535743632,1749.0,1.4371405094494658,37.82,-122.25,2.1036913093196112,2.26357918810749,0.3020964890123769,Medium,Bay Area,2.55
3.1484,52.0,4.578034682080925,1.0770712909441233,939.0,1.8092485549132948,37.83,-122.25,1.7401699680511182,2.5303514376996805,0.23526936026936027,Medium,Bay Area,2.241
3.4722,35.0,3.822274881516588,1.014218009478673,675.0,1.599526066350711,37.83,-122.25,2.170768,2.3896296296296295,0.2653440793552387,Medium,Bay Area,2.431
3.1429,52.0,4.3951890034364265,0.9862542955326461,534.0,1.8350515463917525,37.83,-122.25,1.7127039325842697,2.3951310861423223,0.22439405785770133,Medium,Bay Area,2.316
2.4234,28.0,3.0234798314268514,1.053582179409994,2558.0,1.5400361228175798,37.83,-122.25,1.5735994526974197,1.9632525410476935,0.34846674631620866,Low,Bay Area,2.185
3.0897,52.0,4.040501446480231,1.0655737704918034,1786.0,1.7222757955641272,37.83,-122.25,1.793963549832027,2.346024636058231,0.26372315035799526,Medium,Bay Area,2.341
5.8596,50.0,6.742627345844504,1.0697050938337802,970.0,2.6005361930294906,37.84,-122.23,2.2532276288659796,2.5927835051546393,0.15864811133200796,High,Bay Area,3.276
5.2868,47.0,6.546391752577319,0.9360824742268041,1098.0,2.263917525773196,37.84,-122.23,2.3352440801457197,2.8916211293260474,0.14299212598425198,High,Bay Area,3.476
5.956,41.0,6.851063829787234,1.0797872340425532,794.0,2.1117021276595747,37.83,-122.24,2.8204735516372796,3.2443324937027707,0.1576086956521739,High,Bay Area,3.661
4.9643,37.0,7.1063829787234045,1.148936170212766,98.0,2.0851063829787235,37.85,-122.24,2.3808377551020405,3.4081632653061225,0.16167664670658682,High,Bay Area,3.35
6.3434,52.0,6.947890818858561,1.0198511166253101,1061.0,2.632754342431762,37.85,-122.23,2.409415834118756,2.639019792648445,0.1467857142857143,Very High,Bay Area,3.736
5.1773,52.0,6.358558558558559,1.0342342342342343,1177.0,2.120720720720721,37.84,-122.24,2.44129269328802,2.998300764655905,0.16265230943610087,High,Bay Area,3.895
7.2354,52.0,7.11716621253406,0.9945504087193461,901.0,2.455040871934605,37.85,-122.24,2.9471607103218647,2.8990011098779136,0.139739663093415,Very High,Bay Area,3.911
5.457,28.0,5.5303347280334725,1.096234309623431,2031.0,2.1244769874476988,37.85,-122.22,2.5686322008862628,2.6031511570654846,0.19822205409494992,High,Bay Area,3.373
7.5,50.0,6.127348643006263,0.9874739039665971,1031.0,2.152400835073069,37.84,-122.22,3.484481086323957,2.8467507274490784,0.16115843270868824,Very High,Bay Area,2.952
6.0194,44.0,5.735343383584589,1.0,1358.0,2.274706867671692,37.84,-122.21,2.6462310751104563,2.5213549337260672,0.17435747663551404,Very High,Bay Area,2.923
7.5544,40.0,7.631498470948012,1.0305810397553516,1616.0,2.470948012232416,37.83,-122.21,3.0572881188118814,3.088490099009901,0.13504307753957123,Very High,Bay Area,4.115
6.0666,30.0,6.446064139941691,1.0087463556851313,844.0,2.4606413994169096,37.84,-122.2,2.465454739336493,2.6196682464454977,0.15649027589326098,Very High,Bay Area,3.115
7.0548,34.0,6.125,0.9879032258064516,1140.0,2.2983870967741935,37.84,-122.21,3.0694568421052635,2.6649122807017545,0.16129032258064516,Very High,Bay Area,3.259
11.6017,18.0,8.335051546391753,1.0824742268041236,533.0,2.747422680412371,37.84,-122.19,4.2227575984990615,3.0337711069418387,0.12987012987012986,Very High,Bay Area,3.926
7.4882,35.0,6.467268623024831,1.0383747178329572,1072.0,2.419864559819413,37.84,-122.2,3.0944707089552237,2.672574626865672,0.1605584642233857,Very High,Bay Area,3.193
6.8976,34.0,6.6122715404699735,1.0287206266318538,1627.0,2.1240208877284594,37.83,-122.21,3.2474256914566686,3.1130915795943452,0.15557749259624878,Very High,Bay Area,3.333
8.2049,28.0,6.978947368421053,0.968421052631579,463.0,2.4368421052631577,37.83,-122.19,3.3670215982721388,2.863930885529158,0.138763197586727,Very High,Bay Area,3.352
8.401,26.0,7.530805687203792,1.0568720379146919,542.0,2.5687203791469195,37.83,-122.2,3.2704999999999997,2.9317343173431736,0.14033983637507866,Very High,Bay Area,3.512
6.8538,29.0,6.657992565055762,1.0074349442379182,661.0,2.45724907063197,37.83,-122.19,2.789216641452345,2.709531013615734,0.15131211613623674,Very High,Bay Area,3.689
8.317,32.0,6.977186311787072,1.0038022813688212,635.0,2.414448669201521,37.82,-122.19,3.4446787401574803,2.889763779527559,0.1438692098092643,Very High,Bay Area,3.659
7.0175,37.0,6.982954545454546,1.0284090909090908,420.0,2.3863636363636362,37.82,-122.2,2.940666666666667,2.9261904761904765,0.14727420667209112,Very High,Bay Area,3.667
6.3302,39.0,7.54,1.068,1265.0,2.53,37.82,-122.2,2.5020553359683797,2.9802371541501977,0.14164456233421752,Very High,Bay Area,3.628
6.3624,30.0,5.615384615384615,0.7307692307692307,126.0,2.423076923076923,37.81,-122.18,2.625752380952381,2.3174603174603177,0.13013698630136986,Very High,Bay Area,4.833
7.0549,52.0,6.785714285714286,0.9514285714285714,813.0,2.322857142857143,37.82,-122.21,3.0371648216482163,2.9212792127921277,0.14021052631578948,Very High,Bay Area,3.314
6.7851,45.0,6.957746478873239,1.0234741784037558,1067.0,2.504694835680751,37.81,-122.2,2.7089527647610123,2.7778819119025306,0.14709851551956815,Very High,Bay Area,3.235
2.8929,50.0,5.132246376811594,1.0960144927536233,1260.0,2.282608695652174,37.8,-122.21,1.2673657142857144,2.2484126984126984,0.21355453582774447,Low,Bay Area,2.167
3.0812,38.0,4.628336755646817,1.0985626283367556,951.0,1.9527720739219712,37.8,-122.21,1.577859516298633,2.370136698212408,0.23735581188997337,Medium,Bay Area,2.331
5.2402,52.0,6.200892857142857,0.9464285714285714,510.0,2.2767857142857144,37.81,-122.21,2.301578039215686,2.7235294117647055,0.15262778977681785,High,Bay Area,2.964
6.5217,52.0,6.39935064935065,1.0876623376623376,765.0,2.4837662337662336,37.81,-122.22,2.6257301960784316,2.5764705882352943,0.16996448503297815,Very High,Bay Area,2.737
3.2632,52.0,4.745652173913044,1.0108695652173914,1129.0,2.4543478260869565,37.8,-122.22,1.3295589016829052,1.933569530558016,0.21300961978928082,Medium,Bay Area,2.277
3.0298,52.0,5.183673469387755,1.0521541950113378,1073.0,2.433106575963719,37.8,-122.22,1.2452393289841563,2.1304753028890957,0.20297462817147854,Medium,Bay Area,1.996
4.5428,52.0,5.283495145631068,1.050485436893204,1185.0,2.3009708737864076,37.8,-122.22,1.9742970464135021,2.29620253164557,0.1988239617787578,High,Bay Area,2.398
4.072,52.0,5.952941176470588,0.9970588235294118,756.0,2.223529411764706,37.81,-122.22,1.8313227513227512,2.677248677248677,0.1674901185770751,Medium,Bay Area,2.701
5.3509,52.0,5.65067178502879,1.0287907869481765,1034.0,1.9846449136276392,37.81,-122.22,2.6961498065764022,2.8471953578336553,0.18206521739130435,High,Bay Area,3.021
3.1603,52.0,4.429193899782135,1.0588235294117647,787.0,1.7145969498910676,37.8,-122.23,1.8431736975857687,2.5832274459974585,0.23905558288243978,Medium,Bay Area,2.695
4.7708,52.0,6.727699530516432,1.0751173708920188,612.0,2.8732394366197185,37.81,-122.23,1.6604254901960784,2.341503267973856,0.159804605722261,High,Bay Area,3.147
8.1564,52.0,7.7026315789473685,1.0578947368421052,1021.0,2.6868421052631577,37.81,-122.22,3.0356826640548484,2.866797257590598,0.13734198838401093,Very High,Bay Area,3.901
8.8793,52.0,8.972868217054264,1.1317829457364341,861.0,3.3372093023255816,37.81,-122.23,2.660696167247387,2.688734030197445,0.126133909287257,Very High,Bay Area,4.103
6.8591,52.0,7.599388379204893,0.9571865443425076,953.0,2.914373088685015,37.81,-122.24,2.353542182581322,2.607555089192025,0.12595573440643862,Very High,Bay Area,3.524
6.0302,52.0,5.8203125,0.9296875,634.0,2.4765625,37.81,-122.24,2.4349072555205047,2.3501577287066246,0.1597315436241611,Very High,Bay Area,2.873
7.508,52.0,7.994318181818182,1.0369318181818181,878.0,2.4943181818181817,37.81,-122.23,3.0100410022779047,3.20501138952164,0.12970859985785357,Very High,Bay Area,3.487
